suffix,occurences,amInd,asian,black,hispanic,white
bois, 26595,0.0152610490694,0.00571479225418,0.0550629140816,0.022460071442,0.884899108855
iao, 9551,0.0,0.95867083028,0.0,0.00512793424772,0.0147678462988
ridge, 180181,0.00712914624738,0.00309084254167,0.128606329746,0.0148213984826,0.829745122405
tuit, 431,0.0139,0.0,0.0,0.0371,0.935
dun, 1116,0.0143369175627,0.181016487455,0.206057706093,0.0286928315412,0.52598172043
brun, 6213,0.0104667632384,0.00710619668437,0.187871221632,0.0431112506036,0.71317392564
tos, 178385,0.00266945370967,0.094857750932,0.0138700961404,0.629740283656,0.22312495221
ing, 1762227,0.00661225767168,0.0177803192778,0.131635796126,0.0158976391237,0.81154358905
nova, 19046,0.002355376457,0.0163695106584,0.00893319857188,0.403074724352,0.555074335819
los, 114867,0.00269160507369,0.0240541504523,0.00862277677662,0.678992328519,0.270931960441
fia, 1869,0.0,0.00536243980738,0.00372391653291,0.0481322632424,0.921882878545
white, 652064,0.00995791011312,0.0038695276844,0.275568340378,0.0154823877718,0.677496149918
quin, 32718,0.0263926707011,0.0191924353567,0.0142235986307,0.509987798765,0.415642404792
ak, 319242,0.00145744294297,0.0669127085409,0.0143079084206,0.0119599610953,0.88988909636
bert, 538210,0.00755010051839,0.00479734471675,0.144992634474,0.0204868417532,0.806784223259
aj, 9905,0.00404182735992,0.370419757698,0.0466285916204,0.0162580817769,0.414741625442
ange, 63425,0.00423675206937,0.00515061095782,0.0894000536066,0.0172706125345,0.869793223492
baum, 57153,0.00125463055308,0.0041713960772,0.00588255034731,0.0165888177349,0.958820767064
ouf, 1317,0.00605201214882,0.00381093394077,0.0,0.0258007593014,0.897511313591
holm, 31408,0.00456202559857,0.00535142638818,0.107961035405,0.0142611245543,0.853492906266
verde, 16018,0.00223908103384,0.0200513921838,0.00332421026345,0.766153246348,0.196584642277
fors, 1285,0.0,0.0,0.00546513618677,0.038126770428,0.943212996109
sson, 101190,0.00606636130052,0.00539078861548,0.0550982794743,0.0168313865006,0.898359123431
ots, 12828,0.00820091206735,0.00312026816339,0.103451231681,0.0134190832554,0.857953772997
kos, 6391,0.0,0.0050048036301,0.00486387106869,0.0168887498044,0.94917383821
fort, 17189,0.00304625050905,0.00465435452906,0.226176921287,0.0254618244226,0.720230478795
wood, 573058,0.00865514066639,0.00470141224797,0.117297558013,0.0158976534661,0.837746297233
ers, 2533629,0.00709118975193,0.00422689379542,0.161538197226,0.01635094487,0.795135581808
jas, 122884,0.00193767536864,0.00613279759773,0.00324296572377,0.940324809577,0.0444329806972
j, 13075,0.00306189674952,0.281601606119,0.0353236099426,0.0141558470363,0.549065300191
us, 450388,0.00532390183575,0.0140338612485,0.0875233218913,0.12465337731,0.750575470927
ysz, 607,0.0,0.0,0.0,0.0,0.9901
uk, 27209,0.00187713991694,0.129781983902,0.00230696828255,0.0126443529714,0.831788683891
onis, 4583,0.0,0.00217213615536,0.0152884355226,0.288879096662,0.676650403666
escu, 1565,0.0,0.0050945686901,0.0,0.0146647284345,0.9488685623
gren, 51217,0.00336307280786,0.00488020383857,0.00243162036043,0.0125059120995,0.963278712146
ero, 524970,0.00848699449492,0.0187833950511,0.00890824580452,0.800592517287,0.15524610092
and, 1063146,0.00734953411855,0.00797068333042,0.123932899056,0.0180966173978,0.826674175325
ac, 43127,0.0126723305586,0.058780552786,0.187031525494,0.0378246388573,0.682776420804
ang, 599656,0.00130424993663,0.81196373254,0.0150722110677,0.00991306565764,0.136364973918
well, 1110123,0.00625045774207,0.00380578206199,0.175761757391,0.0152971302279,0.782984080323
is, 4234982,0.00896367375351,0.00511812255637,0.259485816539,0.0374721891852,0.670444123918
ano, 733561,0.00271388091788,0.0403427933055,0.0042293194431,0.534313865923,0.406961405936
iu, 68231,0.000279433102256,0.942895880172,0.00104787413346,0.0126902712843,0.021515657106
an, 8776408,0.00582690072066,0.0572597090404,0.0898543260865,0.0722822549157,0.757381774503
anu, 1268,0.0,0.27207318612,0.545732334385,0.0,0.0780722397476
ik, 110261,0.00115445805861,0.0968295906984,0.00761281595487,0.0121498381114,0.856558148393
au, 306559,0.0130527203573,0.138470746577,0.03261888413,0.0186996242159,0.775998954524
sen, 1051206,0.00494943655192,0.00711256908731,0.00432915537012,0.0168104109946,0.953968888305
ia, 1490415,0.00548703260501,0.0241050630194,0.00677540443434,0.774223435084,0.180387198196
borough, 21941,0.00446611366847,0.00223225924069,0.221785160202,0.0139856022971,0.743733216353
velt, 5236,0.011248223835,0.00745962566845,0.0523307486631,0.0143156035141,0.898568506494
court, 37601,0.00631569107205,0.00326307810962,0.0144614717694,0.391888670514,0.567635445866
in, 4326621,0.00658209283873,0.0369880264299,0.129027335396,0.051160224688,0.7585827136
litz, 6131,0.0,0.00228793019083,0.0,0.0109158049258,0.969835834285
lin, 795761,0.00610195825128,0.063667152826,0.119873335336,0.0308890170541,0.763222718253
tras, 5931,0.00557059517788,0.00809752149722,0.00218866970157,0.00875284100489,0.962755825325
dotter, 833,0.0132,0.0072,0.006,0.0096,0.9484
mos, 231580,0.00420251489766,0.0433341437084,0.0357718386735,0.754345333362,0.150009307367
ulis, 3061,0.00229385821627,0.0,0.0,0.0127596537079,0.966675563541
ens, 777918,0.00725237955671,0.00395904259832,0.189451105001,0.0173664454351,0.765626264465
ent, 278986,0.0068009222685,0.00600739571161,0.122954232829,0.0179647430337,0.82861122852
ilos, 1263,0.00476389548694,0.0522717339667,0.0102793349169,0.325383135392,0.585093824228
gate, 38220,0.00766980900052,0.0047366614338,0.0606381868132,0.0148253296703,0.896393301936
out, 96220,0.0082641353149,0.00569459987529,0.0291492621077,0.0146971398878,0.926835163168
eff, 33946,0.00907336946916,0.00453934484181,0.0212500589171,0.0168552318388,0.936012817416
dale, 96740,0.0100498470126,0.00459954930742,0.194366843085,0.016530593343,0.757006128799
nik, 24354,0.00140288248337,0.0142940297282,0.000495524349183,0.0142402151597,0.950928434754
stas, 12115,0.013982401981,0.0039070573669,0.00246294676021,0.732555476682,0.23501865456
skog, 770,0.013,0.0,0.0,0.013,0.9571
maz, 710,0.0,0.007,0.0,0.0,0.8099
hang, 113662,0.000181165209129,0.921832983759,0.00679746529183,0.0192414368918,0.0225051485985
kas, 16515,0.0012178746594,0.0042544656373,0.00407772328186,0.0164595943082,0.957565818952
stad, 21986,0.00277975984718,0.0024075820977,0.000773373965251,0.0131121941235,0.964648858364
iak, 49167,0.000751994223768,0.00211920190372,0.0007662944658,0.0120068358859,0.970396995953
quist, 67183,0.00273575160383,0.00503062679547,0.00410205557954,0.0137341812661,0.960940532575
kin, 231035,0.00416822992187,0.00788308827667,0.161844794512,0.0159225749345,0.793910195425
ford, 1018774,0.00703691319174,0.00383341251347,0.214809603209,0.0153498353904,0.741918427934
ovo, 4442,0.0,0.0042910850968,0.0553875956776,0.29356814498,0.624489531742
man, 4267343,0.00583585254337,0.0104633801173,0.0957812607751,0.0553959204592,0.817381465188
ago, 114106,0.00236303524793,0.0429159132736,0.0178453096244,0.783482149054,0.143126943368
ka, 129101,0.00540733456751,0.117320844145,0.00206954787337,0.014353869451,0.83622897189
off, 169690,0.00437118038777,0.00750448405917,0.0260850651187,0.014342239967,0.934676366904
i, 2619014,0.00179589524913,0.165633274507,0.010253558782,0.0390728393586,0.756760833275
vich, 29163,0.000926749648527,0.00209913589137,0.00103063127936,0.0209440969722,0.955769992799
ko, 107924,0.00111461213446,0.122186393203,0.0083169313591,0.0133323727808,0.83606309162
berg, 404907,0.00214100768819,0.00489943172136,0.00554634521013,0.0149792201666,0.959527408269
